movieId,title,genres,userId,rating,timestamp
6320,Scenes from a Mall (1991),Comedy,24869,Colorful Setting,1528833792
6321,Stella (1990),Drama,155724,John Goodman,1368248276
6322,Confidence (2003),Crime|Thriller,16389,4.0,1295527432
6323,Identity (2003),Crime|Horror|Mystery|Thriller,15062,4.0,1295684004
6325,"Real Cancun, The (2003)",Documentary,144587,1.0,1063571354
6326,City of Ghosts (2002),Crime|Drama|Thriller,48541,4.0,1061857972
6327,"Decade Under the Influence, A (2003)",Documentary,24199,4.0,1100552565
6328,House of Fools (2002),Drama|Romance|War,48541,5.0,1061858095
6329,Manic (2001),Drama,73848,4.5,1307100112
6330,People I Know (2002),Crime|Drama,48541,3.5,1079152576
6331,Spellbound (2002),Documentary,321,3.5,1540497799
6332,"Lizzie McGuire Movie, The (2003)",Children|Comedy|Romance,16979,1.0,1133969813
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,713,5.0,1486852365
6334,Blue Car (2002),Drama,159380,4.0,1203183916
6335,"Dancer Upstairs, The (2002)",Crime|Drama|Thriller,116939,5.0,1065718761
6336,Marooned in Iraq (Gomgashtei dar Aragh) (2002),Drama,62199,Bahman Ghobadi,1271453553
6337,Owning Mahowny (2003),Crime|Drama|Thriller,6177,4.5,1394929500
6338,Daddy Day Care (2003),Children|Comedy,5402,3.5,1462248903
6339,"Man on the Train (Homme du train, L') (2002)",Comedy|Drama,24258,2.5,1059054886
6340,Only the Strong Survive - A Celebration of Soul (2002),Documentary|Musical,21096,musicians,1379410727
6341,"Shape of Things, The (2003)",Drama,48541,5.0,1059595817
6342,"Trip, The (2002)",Comedy|Drama|Romance,6550,hiv,1527401958
6343,Washington Heights (2002),Drama|Romance,6550,dominican,1527230055
6344,101 Reykjavik (101 Reykjavík) (2000),Comedy|Drama|Romance,17228,4.0,1209314906
6345,"Chorus Line, A (1985)",Comedy|Drama|Musical,141617,3.0,1071645993
6346,Absolute Beginners (1986),Musical,6550,photographer,1528588414
6347,Beat Street (1984),Drama|Musical,9501,4.0,1111181324
6348,Breakin' 2: Electric Boogaloo (1984),Musical,9501,2.5,1111181365
6349,Breakin' (1984),Drama|Musical,9501,4.0,1111181348
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,6177,4.0,1350948459
6351,Hysterical Blindness (2002),Drama,23984,4.0,1094329577
6352,Lambada (1990),Drama,86004,1.5,1370900130
6353,Roadie (1980),Comedy|Musical,6550,roadie,1527373278
6354,"Carpetbaggers, The (1964)",Drama,106897,less than 300 ratings,1203435432
6355,"Girls, Les (1957)",Musical,70092,BD-R,1403545517
6356,Gunfight at the O.K. Corral (1957),Western,32431,3.0,1453076992
6357,High Society (1956),Comedy|Musical|Romance,13842,3.0,1058677374
6358,Kiss Me Kate (1953),Comedy|Musical|Romance,32503,4.0,1062642688
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,7105,4.5,1103515516
6366,Dracula: Pages from a Virgin's Diary (2001),Horror|Mystery,48541,5.0,1076986671
6367,Down with Love (2003),Comedy|Romance,13842,4.5,1058677377
6368,Cinemania (2002),Documentary,28842,4.5,1111613072
6369,Friends and Family (2001),Comedy,24528,gay couple,1252866425
6370,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance,12024,3.5,1084845047
6371,Pokémon Heroes (2003),Animation|Children,118666,franchise,1367830090
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,5402,4.0,1462248066
6374,"In-Laws, The (2003)",Comedy,24258,3.5,1059054890
6375,Gigantic (A Tale of Two Johns) (2002),Documentary,48541,4.0,1061857656
6376,Respiro (2002),Comedy|Drama,48541,4.5,1079043519
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,15062,4.0,1307080410
6378,"Italian Job, The (2003)",Action|Crime,8476,3.0,1440382448
6379,Wrong Turn (2003),Horror|Thriller,8476,2.0,1440822533
6380,Capturing the Friedmans (2003),Documentary,8595,5.0,1375052303
6381,"Three Marias, The (Três Marias, As) (2002)",Drama,137459,bad acting,1420487002
6382,Together (Han ni Zai Yiki) (2002),Drama,48541,4.5,1059595294
6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller,12952,2.0,1540431782
6384,Love the Hard Way (2001),Crime|Drama|Romance,21096,nudity (topless),1407017485
6385,Whale Rider (2002),Drama,12024,3.5,1085960692
6386,Nevada Smith (1966),Western,52190,3.0,1456277405
6387,Once a Thief (Zong heng si hai) (1991),Action|Comedy|Crime|Thriller,83384,3.0,1452406299
6388,Regeneration (1997),Drama|War,21096,World War I,1306823930
6390,Silk Stockings (1957),Musical,32503,4.5,1062642649
6392,"Man Called Horse, A (1970)",Adventure|Drama|Western,52190,3.5,1456690805
6393,For Sale (À Vendre) (1998),Drama,6550,detective,1527216440
6394,Big Jake (1971),Western,52190,3.0,1457198550
6395,"Crazies, The (a.k.a. Code Name: Trixie) (1973)",Action|Drama|Horror|Sci-Fi|Thriller,52190,3.5,1456238654
6396,Dementia 13 (1963),Horror|Thriller,52190,3.0,1457197248
6397,"Bizarre, Bizarre (Drôle de drame ou L'étrange aventure de Docteur Molyneux) (1937)",Comedy,62199,Marcel Carné,1424758674
6398,Le Mans (1971),Action|Adventure,12952,3.0,1523249036
6400,Murder on a Sunday Morning (Un coupable idéal) (2001),Documentary,116939,4.5,1121705216
6401,Rio Lobo (1970),Adventure|Romance|War|Western,46412,4.5,1522610448
6402,Siam Sunset (1999),Comedy,111075,FEWER than 300 ratings,1267353648
6403,"Swimmer, The (1968)",Drama,12952,4.0,1565409810
6404,"White Sheik, The (Sceicco bianco, Lo) (1952)",Comedy|Romance,52190,3.5,1457229403
6405,Treasure Island (1950),Adventure|Children,124871,3.0,1464871755
6406,Two Evil Eyes (1990),Horror,6550,horror anthology,1527403443
6407,"Walk, Don't Run (1966)",Comedy|Romance,6550,embassy,1527403845
6408,Animals are Beautiful People (1974),Comedy|Documentary,6550,africa,1527403761
6409,Bend of the River (1952),Western,52190,3.5,1456499048
6410,Car Wash (1976),Comedy,52190,3.5,1456341740
6411,Come September (1961),Comedy,6550,millionaire,1527374293
6412,Destry Rides Again (1939),Comedy|Western,52190,3.5,1456690778
6413,"Electric Horseman, The (1979)",Comedy|Western,6550,doping,1528350088
6414,Gay Purr-ee (1962),Animation|Children|Musical,70092,BD-R,1369941084
6415,Intervista (1987),Comedy|Drama,62199,Federico Fellini,1299448534
6416,King Rat (1965),Drama|War,6285,harsh,1173245164
6417,Live Wire (1992),Action,51283,3.0,1548185951
6419,Mr. & Mrs. Bridge (1990),Drama,48541,4.0,1061857526
6420,Night Passage (1957),Western,6550,henry rifle,1527217858
6421,"Rare Breed, The (1966)",Action|Drama|Romance|Western,54606,3.0,1065936344
6422,Shenandoah (1965),Drama|War|Western,52190,3.5,1456690793
6423,Straight Talk (1992),Comedy,13842,1.0,1058677245
6424,Oscar (1991),Comedy|Crime|Mystery|Romance,101965,2.0,1186590199
6425,"6th Man, The (Sixth Man, The) (1997)",Comedy,54606,3.0,1065936338
6426,"Far Country, The (1954)",Western,52190,3.5,1456499034
6427,"Railway Children, The (1970)",Children|Drama,6550,father,1528588718
6428,Two Mules for Sister Sara (1970),Comedy|War|Western,32431,3.0,1453076995
6429,Winchester '73 (1950),Western,52190,4.0,1456499007
6430,Ziggy Stardust and the Spiders from Mars (1973),Documentary|Musical,48541,3.5,1061857533
6431,Battle Cry (1955),Drama|War,6550,world war ii,1528586299
6432,"Courtship of Eddie's Father, The (1963)",Comedy,6550,widower,1527403914
6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",Documentary,154947,5.0,1115408320
6434,"Objective, Burma! (1945)",War,84824,01/11,1294601747
6435,Operation Pacific (1951),Drama|War,102423,2.5,1562957194
6436,This Boy's Life (1993),Drama,9501,3.5,1110924455
6437,13 Rue Madeleine (1947),Thriller|War,6550,spy,1527403865
6438,633 Squadron (1964),Drama|War,51106,bad plot,1367611005
6439,Attack! (1956),Drama|War,6550,u.s. military,1527400679
6440,Barton Fink (1991),Drama|Thriller,17228,4.5,1209314205
6441,Battle of Britain (1969),War,83384,4.0,1243060945
6442,Belle époque (1992),Comedy|Romance,116939,4.5,1073681252
6443,"Big Trail, The (1930)",Adventure|Romance|Western,52190,3.5,1457486950
6445,Cloak and Dagger (1946),Drama|Romance,54606,3.0,1077039050
6446,"Comancheros, The (1961)",Action|Adventure|Drama|Romance,52190,3.0,1457198575
6447,Duel at Diablo (1966),War,52190,3.0,1457198758
6448,"Flight of the Phoenix, The (1965)",Action|Adventure|Drama,48541,5.0,1061857498
6449,From the Terrace (1960),Drama,70092,BD-R,1437073069
6450,"Heaven Knows, Mr. Allison (1957)",Drama|War,153772,1.5,1325178575
6451,"Hot Rock, The (1972)",Comedy|Crime,54183,3.5,1355023816
6452,"Long, Hot Summer, The (1958)",Drama,70092,BD-R,1437073032
6453,Man of Aran (1934),Documentary,21096,Ireland,1348052610
6454,Music Box (1989),Drama,48541,4.0,1061857516
6455,North to Alaska (1960),Comedy|Western,6550,gold,1528766343
6456,This Man Must Die (Que la bête meure) (1969),Crime|Drama|Thriller,62199,Claude Chabrol,1414218837
6457,Sink the Bismark! (1960),Action|Drama|War,45165,4.0,1551469733
6458,"Blue Max, The (1966)",Adventure|Drama|War,13946,ambition,1458238651
6459,"Desert Fox, The (1951)",Drama|War,6550,biography,1527450133
6460,"Trial, The (Procès, Le) (1962)",Drama,12952,5.0,1553935666
6461,"Unforgiven, The (1960)",Drama|Western,48541,5.0,1078634593
6462,"Undefeated, The (1969)",Western,6550,bürgerkrieg,1527403481
6463,Divine Trash (1998),Documentary,44202,4.5,1219194289
6464,Good Burger (1997),Children|Comedy,54606,3.5,1065935965
6465,Jubilee (1977),Drama,6550,punk,1527400963
6466,Mississippi Masala (1991),Drama|Romance,48541,4.0,1061857276
6467,Quai des Orfèvres (Jenny Lamour) (1947),Crime|Drama,6550,investigation,1528558682
6468,"Stranger Among Us, A (1992)",Crime|Drama|Romance,6550,diamond,1527405247
6469,Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973),Western,6550,cowboy and outlaw,1527404506
6470,Chisum (1970),Western,52190,3.5,1456690832
6471,Defense of the Realm (1986),Thriller,6550,newspaper man,1527401281
6472,Eat a Bowl of Tea (1989),Romance,48541,4.0,1061857293
6473,Half Moon Street (1986),Drama|Thriller,6550,escort service,1527403638
6474,"Truce, The (a.k.a. La Tregua) (1996)",Drama,6550,world war ii,1527401177
6475,Opportunity Knocks (1990),Comedy,9501,2.5,1112821097
6476,Shattered (1991),Mystery|Thriller,8476,1.0,1446362543
6477,"Song of Bernadette, The (1943)",Drama,6550,france,1528589314
6478,"Life and Times of Judge Roy Bean, The (1972)",Comedy|Western,45165,4.0,1551470482
6479,"Spirit of '76, The (1990)",Comedy|Sci-Fi,6550,science fiction,1527400266
6480,Thoroughly Modern Millie (1967),Comedy|Musical,45165,3.0,1551470074
6481,Where the Heart Is (1990),Comedy|Drama,7105,5.0,1103511907
6482,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy,5402,2.5,1462248724
6483,From Justin to Kelly (2003),Musical|Romance,51658,0.5,1301381698
6484,Hollywood Homicide (2003),Action|Crime|Drama,48541,2.0,1059595308
6485,Rugrats Go Wild! (2003),Adventure|Animation|Children|Comedy,10137,crossover,1463870898
6486,"Hard Word, The (2002)",Comedy|Crime|Drama|Thriller,40381,3.5,1111797556
6487,"Heart of Me, The (2002)",Drama|Romance,48541,4.5,1116271039
6488,Jet Lag (Décalage horaire) (2002),Comedy|Romance,29851,3.0,1119988022
6489,"Loco Love (Mi Casa, Su Casa) (2002)",Comedy,68275,romance,1558986550
6490,Manito (2002),Drama,48541,4.0,1116270984
6492,Tycoon (Oligarkh) (2002),Crime|Drama,48541,4.0,1076987766
6493,Alex and Emma (2003),Comedy|Drama|Romance,7105,3.0,1103510634
6494,On_Line (a.k.a. On Line) (2002),Drama,48541,3.5,1079151353
6495,Experiment in Terror (1962),Crime|Thriller,62199,Blake Edwards,1408919387
6496,Ecstasy (Éxtasis) (1996),Drama,35058,NO_FA_GANES,1412776362
6497,Is Paris Burning? (Paris brûle-t-il?) (1966),Drama|War,6550,world war ii,1527402607
6498,Murphy's War (1971),War,93305,70mm,1176751914
6499,Orphans of the Storm (1921),Drama,53020,French Revolution,1517471718
6500,"Satanic Rites of Dracula, The (1974)",Horror,52190,1.0,1456340859
6501,Strange Planet (1999),Comedy|Romance,6550,australia,1527142852
6502,28 Days Later (2002),Action|Horror|Sci-Fi,14992,4.0,1090985460
6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller,20154,1.5,1173205432
6504,Gasoline (Benzina) (2001),Crime,48541,3.5,1076987643
6505,Ed and His Dead Mother (1993),Comedy|Horror,101965,3.0,1186620801
6506,Fulltime Killer (Chuen jik sat sau) (2001),Action|Thriller,6550,police,1527450404
6507,Just a Little Harmless Sex (1999),Comedy|Romance,6550,thong,1527220430
6508,"Bank, The (2001)",Thriller,40381,4.0,1111798456
6509,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),Drama|Romance,38015,5.0,1536717096
6510,"Bodies, Rest & Motion (1993)",Drama|Romance,6550,independent film,1527404248
6511,Jesus (1979),Drama,21096,based on a book,1246346856
6512,"Long Ships, The (1963)",Adventure,6550,bell,1527401082
6513,Made for Each Other (1939),Comedy|Drama|Romance,84407,James Stewart,1506887384
6514,Ring of Terror (1962),Horror,125054,mst3k,1436023294
6515,You Only Live Once (1937),Crime|Film-Noir,6550,wrongly convicted,1527403636
6516,Anastasia (1956),Drama,84407,Helen Hayes,1533420197
6517,"Babe, The (1992)",Drama,49050,1.0,1097789217
6518,Flight of the Intruder (1991),Action|War,101965,2.0,1186596099
6519,Fun with Dick and Jane (1977),Comedy,34884,tres bien faite,1138772931
6520,Knights of the Round Table (1953),Adventure|Drama,6550,king arthur,1527401590
6521,"Main Event, The (1979)",Comedy,48541,4.0,1062969158
6522,Man's Favorite Sport? (1964),Comedy,54838,fishing,1227136992
6523,Mr. Baseball (1992),Comedy|Romance,54606,3.0,1065935182
6524,Never on Sunday (Pote tin Kyriaki) (1960),Comedy|Drama,38209,Jules Dassin,1405418916
6525,Nuts (1987),Drama,48541,4.0,1062969148
6526,Rhapsody in August (Hachi-gatsu no kyôshikyoku) (1991),Drama,14116,Annemari,1332603390
6527,Scaramouche (1952),Adventure|Romance,6550,french revolution,1527405222
6528,Start the Revolution Without Me (1970),Comedy,56755,3.0,1173073273
6529,Strange Bedfellows (1965),Comedy,6550,independent film,1527229792
6530,"Tenant, The (Locataire, Le) (1976)",Drama|Horror|Mystery|Thriller,32431,5.0,1453077026
6531,"Hour of the Pig, The (1993)",Crime|Drama|Mystery,125054,lawyer,1453797562
6533,"What's Up, Doc? (1972)",Comedy,45165,4.5,1551470394
6534,Hulk (2003),Action|Adventure|Sci-Fi,11526,3.0,1491200421
6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,7105,3.0,1104025376
6536,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy,3318,3.5,1331218663
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,9501,2.0,1111010980
6538,Swimming Pool (2003),Drama|Mystery|Thriller,35429,3.5,1476039189
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,8476,4.0,1441693560
6540,Madame Satã (2002),Drama,124243,Rio de Janeiro,1226719181
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi,9501,4.0,1111011653
6542,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,48541,5.0,1076986601
6544,"Housekeeper, The (femme de ménage, Une) (2002)",Comedy|Drama|Romance,50608,4.0,1073038636
6545,I Capture the Castle (2003),Drama|Romance,45165,5.0,1551411796
6546,Km. 0 - Kilometer Zero (Kilómetro cero) (2000),Comedy|Drama,48541,3.5,1116270519
6547,Northfork (2003),Drama|Fantasy,141617,0.5,1059182255
6548,Bad Boys II (2003),Action|Comedy|Crime|Thriller,9501,2.5,1111182589
6549,How to Deal (2003),Comedy|Drama|Romance,27638,4.0,1494374505
6550,Johnny English (2003),Action|Comedy|Thriller,5615,2.5,1326643973
6551,"Anarchist Cookbook, The (2002)",Comedy|Romance,52190,0.5,1456797870
6552,Dirty Pretty Things (2002),Crime|Drama|Thriller,48541,5.0,1076986503
6553,"Embalmer, The (Imbalsamatore, L') (2002)",Drama,48541,3.0,1116270504
6554,Garage Days (2002),Comedy|Musical,48541,4.0,1079150976
6555,On the Run (2002),Crime|Drama|Thriller,48541,3.5,1093466729
6556,"Sea Is Watching, The (Umi wa miteita) (2002)",Romance,48541,3.0,1116270424
6557,Born to Be Wild (1995),Adventure|Children|Comedy|Drama,62199,John Gray,1325893392
6558,Curly Sue (1991),Comedy|Drama,7105,4.0,1103514860
6559,Little Giants (1994),Children|Comedy,13842,2.5,1058676982
6560,Loose Cannons (1990),Action|Comedy,6550,german,1527404426
6561,"Mouse That Roared, The (1959)",Comedy|War,6550,satire,1528351583
6562,Spencer's Mountain (1963),Comedy|Drama,6550,mountain,1527404889
6563,Masked & Anonymous (2003),Comedy|Drama,32431,3.0,1453076968
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller,5615,3.0,1178798810
6565,Seabiscuit (2003),Drama,5615,2.5,1177592087
6566,Spy Kids 3-D: Game Over (2003),Action|Adventure|Children,5402,3.0,1463782961
6567,Buffalo Soldiers (2001),Comedy|Crime|Drama|War,127045,5.0,1126328299
6568,Camp (2003),Comedy|Musical,12024,1.5,1084844402
6569,Hotel (2001),Comedy,48541,3.0,1076988298
6570,"Lucía, Lucía (Hija del caníbal, La) (2003)",Comedy|Drama,48541,2.5,1116270306
6571,"Mondays in the Sun (Lunes al sol, Los) (2002)",Drama,76142,5.0,1211593757
6572,Scorched (2003),Comedy|Crime,159927,stupid,1281808656
6573,Avanti! (1972),Comedy|Drama,45165,2.0,1551470587
6574,Eve of Destruction (1991),Action|Sci-Fi|Thriller,52190,2.0,1456798210
6575,Gator (1976),Action|Drama,54606,2.0,1065934130
6576,Juggernaut (1974),Action|Thriller,6550,interrogation,1527402397
6577,Kickboxer 2: The Road Back (1991),Action|Drama,124871,1.0,1465771095
6578,"Kiss Me, Stupid (1964)",Comedy,62199,Billy Wilder,1402201557
6579,"One, Two, Three (1961)",Comedy,45165,4.5,1551469689
6580,Possible Loves (Amores Possíveis) (2000),Comedy|Romance,6550,woman director,1527221217
6581,"Private Life of Sherlock Holmes, The (1970)",Comedy|Drama|Mystery,105728,Genevieve Page,1476239885
6582,Remo Williams: The Adventure Begins (1985),Action|Comedy|Crime|Thriller,54606,3.5,1065933919
6583,"Blood of Heroes, The (Salute of the Jugger, The) (1989)",Action|Sci-Fi,6550,independent film,1527450204
6584,"What's Up, Tiger Lily? (1966)",Adventure|Comedy|Crime|Thriller,20707,3.0,1121258004
6585,White Lightning (1973),Action|Crime|Drama,70092,Betamax,1238354281
6586,American Wedding (American Pie 3) (2003),Comedy,11093,3.5,1164953980
6587,Gigli (2003),Comedy|Crime|Romance,18705,0.5,1293004103
6588,And Now... Ladies and Gentlemen... (2002),Romance|Thriller,33844,jewel thief,1437590516
6590,I'll Be There (2003),Comedy|Musical|Romance,6550,rock star,1527220826
6591,"Magdalene Sisters, The (2002)",Drama,16979,4.0,1133953015
6592,"Secret Lives of Dentists, The (2002)",Drama,16979,3.0,1133969194
6593,Freaky Friday (2003),Children|Comedy|Fantasy,5402,4.0,1462248503
6594,Seaside (Bord de Mer) (2002),Drama,48541,4.0,1078609940
6595,S.W.A.T. (2003),Action|Thriller,45116,3.5,1064197337
6596,"Divorce, Le (2003)",Comedy|Drama|Romance,6550,art,1528351362
6598,Step Into Liquid (2002),Documentary,48541,4.0,1076986573
6599,Accattone (1961),Drama,6550,robbery,1528588489
6600,...And God Spoke (1993),Comedy,21096,nudity (topless),1407015565
6601,Big Trouble (1986),Comedy,101965,2.0,1186602447
6602,Brain Damage (1988),Comedy|Horror,52190,3.0,1457197120
6603,"Double Life, A (1947)",Crime|Drama|Film-Noir,114894,Oscar (Best Actor),1140999220
6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966),Comedy,6550,crow,1527401331
6605,"Man in the Glass Booth, The (1975)",Drama,62199,Arthur Hiller,1401138170
6607,"Red Pony, The (1949)",Drama,21096,based on a book,1197708657
6608,Sex & the Other Man (1996),Comedy|Drama,21096,nudity (topless),1407218978
6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",Drama,12952,4.0,1558593512
6610,"Honeymoon Killers, The (1970)",Crime|Thriller,105728,Barbara Cason,1476158725
6611,Umberto D. (1952),Drama,24199,4.5,1110649046
6612,Brother's Keeper (1992),Documentary,16979,4.0,1133958777
6613,"Day of the Dolphin, The (1973)",Drama,70092,DVD-RAM,1238178336
6614,I Love You to Death (1990),Comedy|Crime,48541,4.5,1061856702
6615,Freddy vs. Jason (2003),Action|Horror|Thriller,9501,2.5,1111182620
6616,Grind (2003),Action|Comedy,131854,3.0,1283675081
6617,Open Range (2003),Western,13350,4.5,1500154139
6618,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy,321,2.5,1540497826
6619,Uptown Girls (2003),Comedy,25945,3.0,1500479914
6620,American Splendor (2003),Comedy|Drama,321,3.5,1540497647
6621,"Backyard, The (2002)",Documentary,52190,3.5,1456692093
6622,Carnages (a.k.a. Carnage) (2002),Drama,48541,3.5,1078610010
6623,Passionada (2002),Comedy|Romance,6550,independent film,1527400787
6624,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy,5402,4.5,1462303738
6625,Camp Nowhere (1994),Adventure|Children|Comedy,52190,2.0,1457298873
6626,"Cemetery Club, The (1993)",Comedy|Drama|Romance,70092,CLV,1184463857
6627,Changing Habits (1997),Comedy|Drama,6550,nun,1527229462
6628,Hot Dog... The Movie (1984),Comedy,9501,2.0,1112383840
6629,House of Wax (1953),Crime|Horror|Mystery|Thriller,32431,3.5,1453077017
6630,"Inn of the Sixth Happiness, The (1958)",Adventure|Drama,48541,4.0,1062968943
6631,Man's Best Friend (1993),Horror|Sci-Fi|Thriller,28842,3.5,1111611931
6632,Of Unknown Origin (1983),Horror,6550,house,1527282796
6633,Prince of Jutland (a.k.a. Royal Deceit) (1994),Drama,32431,2.5,1453076984
6634,Rowing with the Wind (Remando al viento) (1988),Drama|Romance,6550,lord byron,1527220257
6635,"Rachel Papers, The (1989)",Drama|Romance,48541,4.0,1061856656
6636,"Sure Thing, The (1985)",Comedy|Romance,1911,3.5,1129136589
6637,Thrashin' (1986),Action|Drama,70092,BD-R,1510860228
6638,Valley Girl (1983),Comedy|Romance,52190,3.0,1456330062
6639,Wait Until Dark (1967),Drama|Thriller,34889,4.0,1294453327
6640,Where the Rivers Flow North (1993),Drama,6550,dam,1527221216
6641,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000),Drama,38015,5.0,1536717613
6642,Showdown in Little Tokyo (1991),Action|Crime,101965,2.0,1186600238
6643,Tokyo Story (Tôkyô monogatari) (1953),Drama,12952,5.0,1557731465
6644,"Green Ray, The (Rayon vert, Le) (1986)",Drama|Romance,22305,5.0,1543755334
6645,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi,9501,3.0,1111010973
6646,Valley of the Dolls (1967),Drama,52190,3.0,1456374518
6647,"Business of Fancydancing, The (2002)",Drama,6550,indigenous lgbt,1527374622
6648,Chunhyang (2000),Drama|Musical|Romance,14116,courtesan,1170963446
6649,Tunes of Glory (1960),Drama,6285,deliberate,1172298463
6650,Kind Hearts and Coronets (1949),Comedy|Drama,77990,4.0,1185984698
6651,Ash Wednesday (2002),Crime|Drama,6550,hitman,1527402428
6652,Joe Kidd (1972),Western,52190,3.5,1456329676
6653,"Keep, The (1983)",Horror|Thriller,52190,3.0,1456341969
6654,Atragon (Kaitei Gunkan) (1963),Adventure|Sci-Fi,71097,2.5,1345494547
6655,"Mysterians, The (Chikyu Boeigun) (1957)",Sci-Fi,6550,flying saucer,1527373666
6656,Attack of the Puppet People (1958),Horror|Sci-Fi,83426,kidnaping,1547744159
6657,"Beast from 20,000 Fathoms, The (1953)",Sci-Fi,52190,3.0,1457197329
6658,10 (1979),Comedy|Romance,48541,3.0,1061856579
6659,Tremors (1990),Comedy|Horror|Sci-Fi,7105,4.0,1103510164
6660,"Red Shoes, The (1948)",Drama|Fantasy|Musical|Romance,52190,3.5,1456795435
6661,Me & Isaac Newton (1999),Documentary,134842,Florida Film Festival Winner,1212936442
6662,"Pink Panther, The (1963)",Comedy|Crime,32431,3.5,1492117194
6663,"Pink Panther Strikes Again, The (1976)",Comedy|Crime,16389,5.0,1295517846
6664,Commando (1985),Action|Adventure,321,3.5,1540564278
6665,Dracula (1979),Horror|Romance,54606,3.0,1065933199
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Comedy|Drama|Fantasy,12952,5.0,1530590658
6667,Waco: The Rules of Engagement (1997),Documentary,52190,3.5,1456691377
6668,"Road Home, The (Wo de fu qin mu qin) (1999)",Drama|Romance,6550,flashback,1528590423
6669,Ikiru (1952),Drama,1911,5.0,1129137213
6670,Comic Book Villains (2002),Comedy,6550,rivalry,1527404590
6671,"Angel at My Table, An (1990)",Drama,48541,5.0,1061856572
6672,War Photographer (2001),Documentary|War,48541,4.0,1061856674
6673,"Ay, Carmela! (¡Ay, Carmela!) (1990)",Drama|War,48541,4.0,1061856617
6676,Incident at Oglala (1992),Documentary,52190,3.5,1456691575
6677,Predictions of Fire (Prerokbe Ognja) (1996),Documentary,6550,politics,1527216771
6678,"Handmaid's Tale, The (1990)",Drama|Sci-Fi,32431,3.0,1453076978
6679,Revolution OS (2001),Documentary,124871,3.0,1466199657
6680,Live Nude Girls Unite! (2000),Documentary,48541,4.5,1061856647
6681,All the Little Animals (1998),Drama|Thriller,32431,3.5,1453077010
6682,Earth (1998),Drama|War,48541,4.5,1061856632
6683,Fire (1996),Drama,48541,4.5,1061856639
6684,Death in Venice (Morte a Venezia) (1971),Drama|Romance,48541,3.5,1061856607
6685,Marci X (2003),Comedy|Musical,52190,1.5,1457230370
6686,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy,33534,4.0,1565335083
6687,My Boss's Daughter (2003),Comedy|Romance,25945,2.5,1500832545
6688,Autumn Spring (Babí léto) (2001),Comedy|Drama,159380,3.0,1176436168
6689,"Battle of Shaker Heights, The (2003)",Comedy|Drama|Romance,6550,teenager,1527404975
6690,Don't Tempt Me (Sin noticias de Dios) (2001),Comedy|Fantasy|Mystery,6550,angel,1527404589
6691,Dust (2001),Drama|Western,6550,balkan,1527229370
6692,Stoked: The Rise and Fall of Gator (2002),Documentary,48541,4.0,1116269691
6693,Venus Boyz (2001),Documentary,3225,london,1527364967
6695,Jeepers Creepers 2 (2003),Horror|Thriller,24199,0.5,1094220549
6696,Bollywood/Hollywood (2002),Comedy|Drama|Musical|Romance,29851,4.0,1119987989
6697,Civil Brand (2002),Drama,6550,woman director,1527142850
6698,Nola (2002),Drama,95745,Emmy Rossum,1201686517
6699,Once Upon a Time in the Midlands (2002),Drama,48541,3.5,1076987723
6700,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",Comedy|Drama|Musical|Romance,48541,3.5,1076988272
6701,Zero Day (2002),Drama,6550,explosive,1527404237
6702,Dickie Roberts: Former Child Star (2003),Comedy,101965,2.0,1186590681
6703,"Order, The (2003)",Horror|Mystery|Thriller,74501,4.0,1259383440
